ID,Alcohol_Consumption
10000440,Once a week
10000441,Once a week
10000442,Rarely
10000444,Rarely
10000446,Occassional
10000448,Once a month
10000452,2 - 3 times a month
10000454,Never
10000455,Occassional
10000457,Once a month
10000459,
10000460,Multiple times in a week
10000461,Rarely
10000465,Rarely
10000466,Once a month
10000467,Rarely
10000470,Once a week
10000471,Never
10000472,Occassional
10000474,Once a week
10000475,2 - 3 times a month
10000476,Occassional
10000477,Occassional
10000478,Never
10000479,Once a week
10000480,Once a month
10000481,
10000482,Occassional
10000485,
10000486,Never
10000487,2 - 3 times a month
10000489,Occassional
10000490,Occassional
10000491,Never
10000492,Rarely
10000493,Rarely
10000494,2 - 3 times a month
10000495,Never
10000496,Never
10000498,Rarely
10000500,2 - 3 times a month
10000502,Rarely
10000503,Rarely
10000504,2 - 3 times a month
10000505,Once a week
10000506,Once a month
10000508,Occassional
10000509,2 - 3 times a month
10000514,Occassional
10000516,Never
10000517,Rarely
10000518,Never
10000520,Occassional
10000522,Once a week
10000525,Never
10000526,Once a week
10000527,Never
10000528,Never
10000529,Rarely
10000530,Once a month
10000531,2 - 3 times a month
10000533,Never
10000538,Once a month
10000539,Once a week
10000540,Multiple times in a week
10000542,Never
10000543,Occassional
10000548,Rarely
10000550,2 - 3 times a month
10000554,Rarely
10000555,Occassional
10000557,2 - 3 times a month
10000558,Once a week
10000559,Never
10000562,Occassional
10000564,Once a month
10000567,2 - 3 times a month
10000568,Rarely
10000569,Multiple times in a week
10000570,Once a month
10000571,2 - 3 times a month
10000572,Once a week
10000574,Once a week
10000576,Once a month
10000578,Occassional
10000579,Once a month
10000580,Occassional
10000582,Rarely
10000583,2 - 3 times a month
10000584,Once a month
10000585,Never
10000586,Once a week
10000587,2 - 3 times a month
10000588,Rarely
10000592,2 - 3 times a month
10000593,Occassional
10000594,Once a week
10000595,Never
10000597,Once a week
10000598,Rarely
10000600,Rarely
10000602,Once a week
10000603,Once a month
10000605,Never
10000607,Once a week
10000608,Occassional
10000609,Multiple times in a week
10000611,Once a week
10000612,Once a month
10000613,Once a week
10000614,Multiple times in a week
10000615,Once a week
10000617,Occassional
10000618,Once a month
10000619,2 - 3 times a month
10000621,Rarely
10000622,Never
10000623,Multiple times in a week
10000624,Rarely
10000626,Once a month
10000630,Once a month
10000631,2 - 3 times a month
10000634,Occassional
10000635,Once a week
10000638,Never
10000640,Occassional
10000641,Occassional
10000644,Occassional
10000645,Occassional
10000647,2 - 3 times a month
10000648,Never
10000650,Once a month
10000652,2 - 3 times a month
10000653,Once a month
10000655,Rarely
10000656,Never
10000659,Occassional
10000660,Never
10000661,2 - 3 times a month
10000664,Occassional
10000666,Rarely
10000667,
10000668,Once a week
10000669,2 - 3 times a month
10000670,Never
10000671,
10000672,Multiple times in a week
10000673,Multiple times in a week
10000676,Once a week
10000677,Once a month
10000680,Never
10000681,2 - 3 times a month
10000682,2 - 3 times a month
10000684,Once a month
10000685,Occassional
10000688,Once a month
10000689,Occassional
10000691,Once a week
10000693,2 - 3 times a month
10000694,Once a month
10000695,Once a week
10000697,Once a month
10000699,Occassional
10000700,2 - 3 times a month
10000704,Rarely
10000706,2 - 3 times a month
10000710,Once a week
10000712,2 - 3 times a month
10000713,Once a month
10000714,Occassional
10000715,Occassional
10000716,2 - 3 times a month
10000717,Once a month
10000718,Rarely
10000719,Never
10000721,Multiple times in a week
10000723,Never
10000724,Multiple times in a week
10000725,2 - 3 times a month
10000727,2 - 3 times a month
10000728,2 - 3 times a month
10000729,Once a month
10000730,Once a week
10000731,Multiple times in a week
10000732,2 - 3 times a month
10000733,Once a month
10000736,2 - 3 times a month
10000737,Never
10000738,Multiple times in a week
10000739,Rarely
10000741,Rarely
10000742,2 - 3 times a month
10000744,Once a week
10000745,Once a month
10000747,2 - 3 times a month
10000749,Once a week
10000751,2 - 3 times a month
10000752,Never
10000754,Occassional
10000757,Rarely
10000759,Once a month
10000761,2 - 3 times a month
10000762,Rarely
10000763,Once a month
10000764,Rarely
10000765,
10000766,Once a week
10000767,Never
10000768,Once a week
10000769,2 - 3 times a month
10000770,Never
10000771,Once a month
10000772,Once a week
10000774,Never
10000775,
10000776,Once a month
10000777,Once a month
10000780,Rarely
10000781,Once a month
10000782,Once a week
10000783,Rarely
10000784,Occassional
10000785,Once a month
10000786,Once a month
10000787,Occassional
10000788,Occassional
10000789,Rarely
10000790,Rarely
10000792,Never
10000793,Once a month
10000794,Never
10000795,2 - 3 times a month
10000796,Rarely
10000800,
10000802,Once a week
10000805,
10000808,Once a month
10000809,Never
10000811,Once a month
10000812,Rarely
10000813,2 - 3 times a month
10000815,Occassional
10000816,2 - 3 times a month
10000818,2 - 3 times a month
10000819,2 - 3 times a month
10000820,2 - 3 times a month
10000821,2 - 3 times a month
10000822,Multiple times in a week
10000825,2 - 3 times a month
10000826,Occassional
10000827,Rarely
10000828,Occassional
10000834,Multiple times in a week
10000835,2 - 3 times a month
10000836,2 - 3 times a month
10000837,Never
10000839,Rarely
10000840,Multiple times in a week
10000841,Occassional
10000842,Once a month
10000843,Multiple times in a week
10000844,Multiple times in a week
10000846,Rarely
10000847,
10000848,Once a month
10000850,2 - 3 times a month
10000852,Once a month
10000854,Once a month
10000855,Occassional
10000856,Multiple times in a week
10000857,Occassional
10000858,2 - 3 times a month
10000859,2 - 3 times a month
10000861,Once a month
10000862,Once a month
10000863,Once a week
10000865,Rarely
10000866,Multiple times in a week
10000868,Once a month
10000869,Never
10000870,2 - 3 times a month
10000871,Never
10000872,Once a month
10000873,Multiple times in a week
10000874,Occassional
10000875,Occassional
10000876,Rarely
10000877,Rarely
10000878,Never
10000880,Once a month
10000881,Once a week
10000882,Occassional
10000883,Never
10000884,Never
10000886,Never
10000889,2 - 3 times a month
10000890,Once a month
10000891,Occassional
10000892,Once a week
10000893,
10000894,Once a month
10000895,Rarely
10000899,2 - 3 times a month
10000900,Never
10000901,2 - 3 times a month
10000904,Once a month
10000906,Multiple times in a week
10000908,2 - 3 times a month
10000910,Once a week
10000911,Never
10000913,Never
10000914,2 - 3 times a month
10000919,Rarely
10000921,Once a week
10000922,2 - 3 times a month
10000923,Multiple times in a week
10000924,Once a month
10000928,
10000929,Occassional
10000931,Rarely
10000932,Rarely
10000933,Occassional
10000935,Once a week
10000936,2 - 3 times a month
10000937,Occassional
10000938,Never
10000941,Once a week
10000943,Never
10000945,Once a month
10000948,Once a week
10000949,Once a week
10000950,Once a month
10000953,Occassional
10000954,Rarely
10000956,Rarely
10000958,Once a week
10000960,Never
10000961,Occassional
10000963,Once a month
10000964,Once a month
10000968,Once a week
10000969,Once a week
10000970,Rarely
10000972,2 - 3 times a month
10000973,2 - 3 times a month
10000977,
10000979,Once a month
10000981,
10000982,2 - 3 times a month
10000983,Never
10000984,
10000985,Once a month
10000986,Once a week
10000987,Occassional
10000988,Multiple times in a week
10000989,2 - 3 times a month
10000990,
10000992,2 - 3 times a month
10000997,Rarely
10001001,2 - 3 times a month
10001004,Rarely
10001005,Once a week
10001007,Never
10001009,Rarely
10001010,Occassional
10001011,Occassional
10001013,Never
10001014,Once a month
10001016,Never
10001018,Occassional
10001021,Never
10001022,Occassional
10001023,Rarely
10001024,Never
10001025,Rarely
10001027,Multiple times in a week
10001030,Once a week
10001031,Once a week
10001032,Once a month
10001033,Once a month
10001034,Once a week
10001035,Occassional
10001036,
10001037,Occassional
10001039,Occassional
10001041,Never
10001042,Never
10001043,Rarely
10001045,Once a month
10001047,Rarely
10001050,Rarely
10001051,Rarely
10001057,Never
10001058,Rarely
10001059,Never
10001064,Once a week
10001065,Once a week
10001067,Multiple times in a week
10001070,Rarely
10001071,Once a month
10001072,Multiple times in a week
10001074,Once a week
10001075,Once a week
10001077,Rarely
10001079,Once a month
10001083,Never
10001084,2 - 3 times a month
10001085,Once a month
10001087,2 - 3 times a month
10001089,Once a week
10001093,Rarely
10001096,Occassional
10001098,Once a week
10001099,2 - 3 times a month
10001102,
10001104,2 - 3 times a month
10001107,Once a month
10001110,Once a month
10001111,Multiple times in a week
10001113,
10001116,
10001117,Rarely
10001118,2 - 3 times a month
10001119,Once a month
10001120,2 - 3 times a month
10001121,Never
10001122,Never
10001123,Occassional
10001125,Rarely
10001126,2 - 3 times a month
10001129,Occassional
10001132,Occassional
10001137,2 - 3 times a month
10001138,Rarely
10001140,Occassional
10001141,Rarely
10001142,Occassional
10001143,Multiple times in a week
10001145,Once a week
10001148,Never
10001151,Never
10001153,
10001154,2 - 3 times a month
10001157,2 - 3 times a month
10001158,Never
10001159,Once a week
10001161,Once a month
10001162,Never
10001163,Once a month
10001165,Once a week
10001166,Never
10001169,Rarely
10001171,Rarely
10001172,Rarely
10001174,Once a week
10001176,Once a month
10001177,Once a week
10001179,Once a month
10001181,Rarely
10001183,
10001184,Occassional
10001186,Occassional
10001187,Occassional
10001188,Occassional
10001191,
10001193,2 - 3 times a month
10001196,Once a week
10001197,Multiple times in a week
10001199,Rarely
10001202,Once a week
10001205,Never
10001206,Occassional
10001207,2 - 3 times a month
10001208,Rarely
10001209,Occassional
10001212,Rarely
10001213,Once a week
10001214,Never
10001215,2 - 3 times a month
10001217,Occassional
10001220,Once a month
10001222,Never
10001223,2 - 3 times a month
10001225,2 - 3 times a month
10001226,
10001231,Occassional
10001232,2 - 3 times a month
10001233,
10001235,Once a week
10001236,Never
10001237,Rarely
10001242,2 - 3 times a month
10001243,Once a week
10001244,Multiple times in a week
10001245,2 - 3 times a month
10001248,Never
10001249,Never
10001251,2 - 3 times a month
10001255,Once a week
10001256,Occassional
10001257,Once a month
10001259,Once a week
10001267,Once a month
10001268,Rarely
10001270,Never
10001271,Never
10001272,Once a week
10001273,Occassional
10001277,Occassional
10001278,2 - 3 times a month
10001279,Once a month
10001280,Once a month
10001282,Once a month
10001283,
10001285,Once a month
10001286,Once a month
10001289,Occassional
10001290,2 - 3 times a month
10001291,2 - 3 times a month
10001293,Rarely
10001294,Once a month
10001295,
10001297,2 - 3 times a month
10001298,Rarely
10001299,Multiple times in a week
10001300,Never
10001301,Once a week
10001302,Never
10001304,Once a month
10001305,Once a month
10001307,Rarely
10001308,2 - 3 times a month
10001309,Once a week
10001311,Multiple times in a week
10001313,Once a week
10001319,Occassional
10001320,Once a week
10001321,Never
10001322,Once a month
10001323,Once a week
10001324,Multiple times in a week
10001328,Once a week
10001330,2 - 3 times a month
10001331,Occassional
10001333,Occassional
10001334,Never
10001335,Never
10001336,Once a week
10001337,Never
10001338,2 - 3 times a month
10001339,Once a month
10001341,Never
10001342,2 - 3 times a month
10001343,Never
10001344,2 - 3 times a month
10001346,Rarely
10001348,2 - 3 times a month
10001349,Once a month
10001350,2 - 3 times a month
10001351,
10001352,Multiple times in a week
10001353,Occassional
10001354,Once a month
10001355,2 - 3 times a month
10001356,2 - 3 times a month
10001357,Occassional
10001359,
10001362,Occassional
10001364,Never
10001365,2 - 3 times a month
10001366,Never
10001368,Never
10001370,Once a month
10001371,Once a week
10001372,Rarely
10001374,2 - 3 times a month
10001375,Once a week
10001376,2 - 3 times a month
10001377,Never
10001378,Once a month
10001381,2 - 3 times a month
10001382,Once a week
10001383,Once a month
10001385,Never
10001386,Multiple times in a week
10001388,Once a week
10001389,Rarely
10001390,Rarely
10001392,Multiple times in a week
10001393,Once a month
10001394,Occassional
10001397,Rarely
10001398,2 - 3 times a month
10001399,Once a week
10001401,2 - 3 times a month
10001402,Occassional
10001403,Once a week
10001405,Once a month
10001406,Once a week
10001408,Once a month
10001409,2 - 3 times a month
10001410,2 - 3 times a month
10001411,Occassional
10001414,Multiple times in a week
10001415,Once a month
10001419,Occassional
10001420,2 - 3 times a month
10001421,Once a week
10001423,Multiple times in a week
10001425,Never
10001426,
10001427,Once a month
10001430,Once a week
10001431,Once a week
10001432,Never
10001434,Once a week
10001435,Once a week
10001436,Once a month
10001437,Never
10001438,Rarely
10001439,Occassional
10001440,Never
10001441,Multiple times in a week
10001443,Rarely
10001445,Occassional
10001447,Multiple times in a week
10001448,Never
10001449,Rarely
10001451,Never
10001452,Once a week
10001454,
10001461,Rarely
10001462,Never
10001464,2 - 3 times a month
10001465,Once a week
10001466,2 - 3 times a month
10001467,Once a month
10001468,Rarely
10001469,2 - 3 times a month
10001470,Once a week
10001471,Once a week
10001472,Occassional
10001474,Never
10001475,Never
10001476,Once a month
10001477,2 - 3 times a month
10001480,Never
10001481,
10001483,Never
10001486,Once a week
10001488,Once a week
10001489,2 - 3 times a month
10001490,2 - 3 times a month
10001491,Never
10001493,Multiple times in a week
10001495,Once a month
10001496,
10001497,Once a week
10001499,Never
10001500,
10001501,Multiple times in a week
10001502,Occassional
10001506,Multiple times in a week
10001507,2 - 3 times a month
10001510,Never
10001511,Occassional
10001513,Occassional
10001514,2 - 3 times a month
10001518,Never
10001521,Once a month
10001523,Multiple times in a week
10001524,Rarely
10001525,Once a week
10001526,Never
10001527,Once a week
10001528,Once a week
10001531,2 - 3 times a month
10001532,Occassional
10001533,2 - 3 times a month
10001534,Rarely
10001535,Occassional
10001536,Rarely
10001537,Never
10001539,Once a month
10001540,Occassional
10001541,Once a month
10001546,Once a week
10001547,
10001548,
10001551,2 - 3 times a month
10001552,Once a month
10001553,Rarely
10001555,Occassional
10001559,Rarely
10001561,Once a month
10001562,Never
10001563,Occassional
10001564,Never
10001565,Occassional
10001566,
10001570,Multiple times in a week
10001571,2 - 3 times a month
10001572,Once a week
10001574,Occassional
10001575,Once a week
10001576,2 - 3 times a month
10001578,Never
10001579,Once a month
10001580,Once a week
10001581,Multiple times in a week
10001582,Rarely
10001583,Once a week
10001584,Rarely
10001585,Occassional
10001586,Once a week
10001587,Once a month
10001588,Once a month
10001589,Occassional
10001591,Once a week
10001593,Rarely
10001594,2 - 3 times a month
10001596,Occassional
10001597,Rarely
10001598,Never
10001600,Never
10001603,Never
10001605,Once a week
10001606,Once a week
10001607,Occassional
10001608,2 - 3 times a month
10001609,Once a month
10001610,Once a month
10001611,Rarely
10001612,Never
10001613,Occassional
10001614,Rarely
10001615,2 - 3 times a month
10001617,2 - 3 times a month
10001619,Rarely
10001620,Rarely
10001623,2 - 3 times a month
10001624,
10001628,Never
10001629,
10001630,Rarely
10001631,Once a week
10001633,Occassional
10001635,Once a week
10001636,Rarely
10001637,Rarely
10001638,Once a month
10001641,Occassional
10001642,Once a month
10001643,Occassional
10001644,
10001645,Rarely
10001648,Rarely
10001649,Once a month
10001650,2 - 3 times a month
10001651,Once a month
10001652,Rarely
10001653,2 - 3 times a month
10001654,Once a month
10001656,2 - 3 times a month
10001657,Once a month
10001659,Occassional
10001661,Occassional
10001664,Never
10001665,2 - 3 times a month
10001666,Rarely
10001667,Never
10001670,Occassional
10001671,Rarely
10001672,Once a month
10001673,Once a week
10001674,Rarely
10001675,Multiple times in a week
10001676,Once a month
10001677,Rarely
10001680,Never
10001681,Once a month
10001682,
10001685,Rarely
10001687,Occassional
10001689,Rarely
10001690,Rarely
10001691,Never
10001694,Never
10001695,2 - 3 times a month
10001696,Once a week
10001697,Never
10001698,Never
10001699,Multiple times in a week
10001700,Once a month
10001702,
10001703,Occassional
10001709,Never
10001711,Once a week
10001717,2 - 3 times a month
10001720,Occassional
10001721,Once a week
10001722,Never
10001724,2 - 3 times a month
10001725,Once a week
10001728,Once a month
10001729,Multiple times in a week
10001731,Rarely
10001732,Once a month
10001735,2 - 3 times a month
10001736,Rarely
10001737,Never
10001739,Occassional
10001740,Once a week
10001741,Occassional
10001742,Multiple times in a week
10001743,Once a week
10001744,2 - 3 times a month
10001745,Rarely
10001746,2 - 3 times a month
10001747,
10001748,Never
10001749,Occassional
10001751,2 - 3 times a month
10001752,Never
10001757,Rarely
10001758,
10001759,Rarely
10001760,Once a week
10001762,Rarely
10001763,Once a week
10001765,Multiple times in a week
10001766,Multiple times in a week
10001767,2 - 3 times a month
10001769,Once a month
10001771,Rarely
10001772,2 - 3 times a month
10001776,2 - 3 times a month
10001778,Rarely
10001781,Once a week
10001782,Rarely
10001784,Rarely
10001786,2 - 3 times a month
10001788,Rarely
10001790,Multiple times in a week
10001793,
10001794,Never
10001795,Occassional
10001798,Once a week
10001799,2 - 3 times a month
10001800,2 - 3 times a month
10001803,Once a week
10001804,Rarely
10001805,2 - 3 times a month
10001806,Rarely
10001808,Rarely
10001811,Once a week
10001812,Rarely
10001813,Never
10001814,Occassional
10001816,Once a week
10001818,Never
10001820,Occassional
10001821,Once a month
10001823,Once a month
10001826,Never
10001827,Rarely
10001828,
10001829,Rarely
10001830,Once a month
10001832,2 - 3 times a month
10001833,Once a month
10001834,Occassional
10001837,Occassional
10001838,Multiple times in a week
10001839,2 - 3 times a month
10001843,Never
10001845,Once a week
10001848,Rarely
10001850,Rarely
10001851,
10001852,Once a week
10001853,2 - 3 times a month
10001854,Rarely
10001855,Once a month
10001856,Rarely
10001858,Rarely
10001860,Occassional
10001862,Once a week
10001863,2 - 3 times a month
10001864,Rarely
10001865,Once a month
10001866,Rarely
10001867,Once a week
10001869,Once a week
10001872,2 - 3 times a month
10001873,Rarely
10001876,Occassional
10001877,Rarely
10001878,Occassional
10001881,Rarely
10001883,Once a week
10001884,
10001885,Never
10001886,Never
10001887,Occassional
10001888,Multiple times in a week
10001889,Once a week
10001890,Rarely
10001891,Occassional
10001892,Once a week
10001894,Once a week
10001896,Once a week
10001900,Once a week
10001901,Never
10001902,2 - 3 times a month
10001904,Occassional
10001906,Occassional
10001907,Never
10001908,Rarely
10001909,2 - 3 times a month
10001915,Rarely
10001916,Once a month
10001917,2 - 3 times a month
10001918,2 - 3 times a month
10001919,Once a week
10001921,Never
10001923,
10001924,Once a month
10001925,Rarely
10001926,Occassional
10001928,Once a month
10001930,Once a month
10001931,Occassional
10001933,Once a week
10001935,Once a week
10001936,2 - 3 times a month
10001939,Occassional
10001941,Once a month
10001942,Rarely
10001943,2 - 3 times a month
10001944,Rarely
10001945,Rarely
10001948,Multiple times in a week
10001949,Rarely
10001950,Occassional
10001951,Multiple times in a week
10001952,Occassional
10001953,Occassional
10001955,2 - 3 times a month
10001956,2 - 3 times a month
10001958,Multiple times in a week
10001959,Once a month
10001960,Rarely
10001962,Once a week
10001963,2 - 3 times a month
10001964,Rarely
10001966,Never
10001968,Never
10001969,2 - 3 times a month
10001970,Never
10001972,Once a month
10001973,Once a month
10001974,Once a month
10001975,Never
10001976,Once a month
10001977,Once a week
10001981,Once a month
10001983,Once a week
10001985,2 - 3 times a month
10001987,2 - 3 times a month
10001988,Multiple times in a week
10001990,2 - 3 times a month
10001991,Once a week
10001992,Never
10001993,Rarely
10001995,Occassional
10001997,
10001999,Occassional
10002001,Occassional
10002003,Occassional
10002004,Never
10002005,Occassional
10002007,Once a month
10002008,2 - 3 times a month
10002009,Never
10002010,Rarely
10002014,Once a month
10002015,2 - 3 times a month
10002019,Occassional
10002022,Once a week
10002025,Rarely
10002026,Once a month
10002028,Never
10002030,Once a week
10002031,Never
10002032,Once a week
10002033,
10002035,Rarely
10002037,Never
10002038,Once a week
10002039,
10002040,Occassional
10002041,Rarely
10002042,Once a week
10002044,Occassional
10002045,Once a week
10002046,Multiple times in a week
10002047,Once a week
10002048,Never
10002051,Once a month
10002053,2 - 3 times a month
10002055,Never
10002056,Occassional
10002057,Multiple times in a week
10002058,Multiple times in a week
10002061,
10002063,Once a month
10002065,Once a month
10002066,Occassional
10002068,Once a week
10002071,Rarely
10002072,Multiple times in a week
10002074,2 - 3 times a month
10002077,2 - 3 times a month
10002078,2 - 3 times a month
10002079,Occassional
10002081,2 - 3 times a month
10002082,Occassional
10002084,Occassional
10002085,Rarely
10002086,2 - 3 times a month
10002087,Once a week
10002088,2 - 3 times a month
10002089,Occassional
10002090,Multiple times in a week
10002091,Multiple times in a week
10002094,Never
10002095,
10002096,Never
10002097,Multiple times in a week
10002098,Multiple times in a week
10002100,Once a month
10002102,Multiple times in a week
10002103,Rarely
10002106,Once a month
10002107,Multiple times in a week
10002108,Rarely
10002109,Occassional
10002110,
10002111,Occassional
10002112,
10002113,Occassional
10002115,Once a week
10002117,Never
10002119,Once a month
10002120,Once a week
10002121,Once a week
10002122,Once a month
10002123,Once a month
10002125,Occassional
10002127,
10002128,Once a week
10002129,Once a month
10002130,Occassional
10002131,Once a week
10002132,Occassional
10002135,2 - 3 times a month
10002138,Never
10002140,Rarely
10002145,2 - 3 times a month
10002148,Occassional
10002151,Multiple times in a week
10002157,Rarely
10002158,Rarely
10002160,2 - 3 times a month
10002161,Once a week
10002162,2 - 3 times a month
10002164,Once a month
10002166,
10002167,Rarely
10002170,Multiple times in a week
10002172,Once a week
10002174,Once a week
10002175,Once a week
10002177,2 - 3 times a month
10002178,Once a week
10002179,Once a week
10002180,Once a month
10002183,Occassional
10002184,Occassional
10002185,2 - 3 times a month
10002187,Never
10002188,Once a month
10002190,Rarely
10002193,Never
10002194,Rarely
10002195,Never
10002197,Occassional
10002198,Occassional
10002200,Once a month
10002201,2 - 3 times a month
10002204,Rarely
10002206,Occassional
10002207,
10002212,Occassional
10002214,2 - 3 times a month
10002216,Occassional
10002217,2 - 3 times a month
10002218,Never
10002219,Rarely
10002220,Occassional
10002222,Occassional
10002224,
10002225,Once a week
10002227,
10002228,Occassional
10002230,Multiple times in a week
10002231,Rarely
10002235,2 - 3 times a month
10002238,2 - 3 times a month
10002241,Rarely
10002242,Once a month
10002243,2 - 3 times a month
10002244,2 - 3 times a month
10002246,Never
10002247,Once a month
10002248,Once a week
10002250,Never
10002251,Never
10002253,Never
10002254,Occassional
10002259,Never
10002262,Occassional
10002265,Once a month
10002267,Multiple times in a week
10002268,Multiple times in a week
10002269,Occassional
10002270,Occassional
10002273,2 - 3 times a month
10002275,Once a week
10002276,Rarely
10002277,2 - 3 times a month
10002278,Once a month
10002279,Occassional
10002281,Once a week
10002282,Rarely
10002287,Once a month
10002289,2 - 3 times a month
10002291,Rarely
10002293,2 - 3 times a month
10002298,Once a week
10002299,Once a week
10002300,Once a month
10002301,2 - 3 times a month
10002302,Once a month
10002303,
10002307,2 - 3 times a month
10002308,Never
10002309,Rarely
10002311,Once a month
10002313,Once a week
10002314,2 - 3 times a month
10002315,Occassional
10002317,Rarely
10002318,Occassional
10002319,Occassional
10002321,Once a week
10002323,Once a week
10002324,Once a month
10002326,Once a week
10002327,2 - 3 times a month
10002328,Once a week
10002329,Once a week
10002330,Occassional
10002331,Occassional
10002333,Once a month
10002337,Multiple times in a week
10002338,Never
10002339,Rarely
10002341,Never
10002342,Rarely
10002343,Never
10002347,Occassional
10002348,
10002349,Rarely
10002350,Once a month
10002351,Occassional
10002352,Once a week
10002353,
10002355,
10002356,Occassional
10002359,Occassional
10002360,2 - 3 times a month
10002361,Never
10002362,2 - 3 times a month
10002363,Once a week
10002364,Multiple times in a week
10002366,Occassional
10002368,Multiple times in a week
10002371,Never
10002374,Occassional
10002375,2 - 3 times a month
10002379,Once a month
10002380,Once a month
10002385,
10002386,Occassional
10002390,
10002391,2 - 3 times a month
10002399,2 - 3 times a month
10002406,2 - 3 times a month
10002407,2 - 3 times a month
10002408,2 - 3 times a month
10002409,Once a month
10002410,Once a month
10002413,Multiple times in a week
10002414,Once a month
10002416,Multiple times in a week
10002417,Once a week
10002422,Rarely
10002425,
10002426,Once a month
10002428,Never
10002429,Once a month
10002432,Rarely
10002433,2 - 3 times a month
10002434,Rarely
10002435,Once a week
10002436,Multiple times in a week
10002437,Once a week
10002440,Once a week
10002442,2 - 3 times a month
10002443,2 - 3 times a month
10002444,Never
10002445,Once a week
10002446,Rarely
10002447,Once a week
10002448,Once a week
10002449,Rarely
10002450,Occassional
10002453,Never
10002455,Rarely
10002458,Once a week
10002459,Never
10002462,Once a week
10002464,Occassional
10002471,
10002473,Occassional
10002479,Once a week
10002481,Occassional
10002482,Rarely
10002483,
10002484,Occassional
10002485,Multiple times in a week
10002486,2 - 3 times a month
10002489,Once a month
10002490,Once a week
10002491,Rarely
10002495,2 - 3 times a month
10002496,Never
10002498,Once a month
10002499,2 - 3 times a month
10002501,2 - 3 times a month
10002502,Once a week
10002503,Occassional
10002505,Never
10002506,Never
10002510,2 - 3 times a month
10002512,2 - 3 times a month
10002513,Occassional
10002514,Occassional
10002516,Occassional
10002517,Multiple times in a week
10002518,Once a week
10002523,Rarely
10002525,Rarely
10002527,2 - 3 times a month
10002528,2 - 3 times a month
10002529,Rarely
10002530,Once a week
10002532,Rarely
10002534,Occassional
10002536,Rarely
10002537,Rarely
10002539,Once a week
10002540,Rarely
10002541,Rarely
10002542,Multiple times in a week
10002544,Occassional
10002546,Once a month
10002547,Never
10002549,Once a month
10002550,Rarely
10002553,2 - 3 times a month
10002554,Once a week
10002556,Occassional
10002557,Occassional
10002558,Never
10002560,Once a week
10002561,2 - 3 times a month
10002563,Rarely
10002565,Never
10002566,Never
10002567,Occassional
10002568,Never
10002569,Once a month
10002574,Once a month
10002577,Once a week
10002580,Once a month
10002581,Never
10002582,2 - 3 times a month
10002583,
10002584,Never
10002586,Never
10002587,2 - 3 times a month
10002588,Rarely
10002590,Multiple times in a week
10002592,Occassional
10002593,Never
10002596,Never
10002597,Once a month
10002598,Once a month
10002601,2 - 3 times a month
10002602,Occassional
10002603,Occassional
10002605,Rarely
10002606,Occassional
10002607,Once a month
10002608,Never
10002609,Rarely
10002610,Once a week
10002611,Once a month
10002612,Never
10002613,2 - 3 times a month
10002614,Once a month
10002615,Occassional
10002616,Rarely
10002617,
10002620,Never
10002621,Once a month
10002622,Never
10002623,2 - 3 times a month
10002624,2 - 3 times a month
10002628,Once a month
10002631,Once a month
10002634,Once a month
10002635,Never
10002636,Occassional
10002638,Never
10002639,2 - 3 times a month
10002640,2 - 3 times a month
10002642,Never
10002643,2 - 3 times a month
10002644,Never
10002647,Rarely
10002651,Rarely
10002652,Never
10002653,Once a month
10002655,2 - 3 times a month
10002656,Never
10002658,Rarely
10002659,Once a week
10002660,
10002661,2 - 3 times a month
10002662,Once a week
10002663,Once a week
10002664,Once a week
10002665,Occassional
10002667,
10002668,Once a month
10002671,Multiple times in a week
10002672,Never
10002673,Rarely
10002674,Once a month
10002676,Never
10002678,Rarely
10002680,Multiple times in a week
10002681,2 - 3 times a month
10002682,Once a month
10002683,Never
10002684,Never
10002686,Once a month
10002689,Rarely
10002690,Occassional
10002692,Rarely
10002695,Once a week
10002696,Multiple times in a week
10002697,Once a week
10002698,Multiple times in a week
10002700,Never
10002702,Once a month
10002703,Rarely
10002705,2 - 3 times a month
10002706,Occassional
10002707,Never
10002708,Rarely
10002709,Once a month
10002710,
10002713,Multiple times in a week
10002714,Once a week
10002715,Multiple times in a week
10002717,2 - 3 times a month
10002718,
10002719,Occassional
10002723,Occassional
10002725,Once a month
10002727,Never
10002728,Rarely
10002729,2 - 3 times a month
10002730,Rarely
10002731,Never
10002732,2 - 3 times a month
10002735,2 - 3 times a month
10002736,Rarely
10002738,Once a month
10002739,Occassional
10002741,Once a month
10002743,Once a week
10002744,Once a week
10002745,
10002746,Once a week
10002747,Rarely
10002748,Once a week
10002752,
10002753,Once a month
10002754,2 - 3 times a month
10002755,Occassional
10002756,Once a month
10002757,Rarely
10002758,2 - 3 times a month
10002759,2 - 3 times a month
10002760,Once a week
10002761,Once a month
10002762,Rarely
10002764,Multiple times in a week
10002765,Once a month
10002767,Never
10002768,Rarely
10002773,Rarely
10002774,Rarely
10002775,Occassional
10002776,Occassional
10002777,Multiple times in a week
10002778,Never
10002779,Once a month
10002780,Never
10002781,Once a week
10002782,Occassional
10002783,Once a week
10002785,2 - 3 times a month
10002786,Once a month
10002788,
10002790,Once a month
10002791,Once a month
10002792,2 - 3 times a month
10002793,2 - 3 times a month
10002794,2 - 3 times a month
10002796,Occassional
10002798,Once a month
10002799,Once a month
10002800,Once a month
10002801,Once a month
10002805,Once a month
